1;0.643;110;26;1601;84
2;0.732;89;19;1931;88
3;0.668;85;35;1540;70
4;0.407;103;22;1586;80
5;0.614;110;31;2242;73
6;0.954;110;28;2448;71
7;0.831;103;29;1510;85
8;0.927;87;40;1887;74
9;0.756;106;35;1921;94
10;0.677;94;24;2465;84
11;0.667;99;22;1797;99
12;0.997;100;13;1789;89
13;0.523;91;32;1975;87
14;0.427;95;15;1627;75
15;0.374;107;40;1773;82
1;0.491;86;24;2272;79
2;0.492;110;13;2372;76
3;0.473;97;27;1605;70
4;0.744;99;19;1651;97
5;0.794;84;12;2373;95
6;0.421;94;37;1762;89
7;0.368;107;27;1718;82
8;0.464;109;40;1634;97
9;0.614;80;17;1714;85
10;0.655;81;13;1936;96
11;0.979;102;14;1818;75
12;0.406;93;15;1513;98
13;0.77;88;23;1578;91
14;0.623;82;34;2314;95
15;0.648;93;37;2132;73
1;0.467;83;26;2102;82
2;0.63;82;29;1954;70
3;0.589;82;17;2179;87
4;1;108;15;2252;72
5;0.89;108;28;1627;87
6;0.365;97;17;1803;75
7;0.541;84;27;1816;73
8;0.686;106;40;2326;99
9;0.473;94;33;2217;90
10;0.35;107;31;2185;91
11;0.623;101;33;1723;75
12;0.947;94;31;1643;91
13;0.89;104;21;1598;94
14;0.709;101;27;2486;82
15;0.396;87;16;1774;89
1;0.68;108;18;2335;91
2;0.322;90;12;1877;85
3;0.88;89;36;2225;81
4;0.627;95;10;1933;98
5;0.472;85;38;1559;97
6;0.653;103;35;1505;82
7;0.6;84;21;2409;92
8;0.546;100;15;1899;71
9;0.723;83;31;1978;91
10;0.54;107;32;1785;72
11;0.567;97;36;2418;96
12;0.97;104;38;2234;90
13;0.955;85;18;1805;86
14;0.666;86;13;1956;85
15;0.874;90;11;1692;79
1;0.626;102;12;1755;71
2;0.688;96;39;1934;80
3;0.442;85;39;1706;76
4;0.839;109;21;2428;93
5;0.385;88;26;1927;70
6;0.811;82;18;1530;70
7;0.679;103;18;1537;98
8;0.941;88;37;1715;73
9;0.366;81;25;1542;84
10;0.511;81;40;2228;87
11;0.64;88;12;2364;81
12;0.609;100;30;2423;71
13;0.565;104;32;1751;75
14;0.789;92;20;1860;84
15;0.869;103;25;2321;94
1;0.804;90;38;2128;92
2;0.429;84;13;1617;86
3;0.306;88;15;2440;83
4;0.845;90;37;1919;89
5;0.975;83;14;2411;95
6;0.848;100;35;2109;78
7;0.391;108;32;1915;82
8;0.836;98;12;2045;71
9;0.382;94;12;1815;98
10;0.797;92;10;1828;74
11;0.302;89;33;1646;78
12;0.758;108;36;1853;89
13;0.553;81;29;2089;75
14;0.6;109;32;2388;88
15;0.343;86;39;1550;79
1;0.335;85;14;2200;82
2;0.678;109;37;2478;97
3;0.917;94;21;1690;85
4;0.614;95;22;2221;98
5;0.505;106;19;1648;75
6;0.324;92;28;2478;82
7;0.597;80;30;1752;71
8;0.757;84;24;2402;81
9;0.989;98;28;2340;98
10;0.596;83;19;1971;77
11;0.747;100;28;2235;97
12;0.872;89;29;1558;74
13;0.981;80;18;1744;78
14;0.555;96;26;1700;94
15;0.679;91;20;1503;89
1;0.694;95;11;1748;91
2;0.767;106;19;2248;76
3;0.328;97;10;2273;79
4;0.756;110;15;2274;81
5;0.484;88;32;2075;93
6;0.592;91;19;1658;75
7;0.745;105;33;1940;70
8;0.367;87;40;2335;75
9;0.338;80;36;1728;91
10;0.636;89;29;1510;89
11;0.691;100;19;1940;96
12;0.951;108;25;1566;93
13;0.423;104;37;1834;98
14;0.797;102;25;2291;86
15;0.589;110;16;1969;83
1;0.71;100;20;2157;93
2;0.53;97;10;2402;81
3;0.878;109;15;2459;73
4;0.754;88;20;1634;72
5;0.856;83;11;1689;98
6;0.398;82;22;2200;85
7;0.893;84;40;1613;70
8;0.617;86;39;2274;93
9;0.871;92;10;1525;82
10;0.645;99;10;2347;93
11;0.711;104;34;2447;78
12;0.338;104;40;1982;85
13;0.935;106;21;1529;99
14;0.548;88;28;2205;88
15;0.718;104;17;1819;76
1;0.839;105;28;2468;74
2;0.671;91;14;1564;99
3;0.696;96;12;1976;79
4;0.877;95;24;2257;80
5;0.317;100;14;2062;71
6;0.484;90;13;2069;83
7;0.448;102;14;2259;79
8;0.427;80;10;2124;91
9;0.43;83;34;1693;87
10;0.883;104;12;2199;81
11;0.999;94;11;2431;75
12;0.537;85;14;2496;92
13;0.676;80;36;1985;83
14;0.736;95;26;2218;71
15;0.703;108;13;1677;78
1;0.936;97;30;1719;84
2;0.997;107;16;1839;70
3;0.961;80;40;1814;97
4;0.476;92;30;1674;74
5;0.494;87;24;2414;80
6;0.479;109;23;1515;85
7;0.564;84;29;1652;73
8;0.591;99;22;2021;74
9;0.447;84;30;1614;89
10;0.511;90;36;2250;77
11;0.905;109;21;2392;90
12;0.714;110;19;1917;97
13;0.816;93;24;1579;74
14;0.621;97;28;1711;89
15;0.442;102;10;2052;71
1;0.706;107;33;2035;78
2;0.864;97;13;2084;76
3;0.63;110;13;1915;95
4;0.37;98;38;2266;80
5;0.73;97;16;2255;81
6;0.462;89;36;2383;90
7;0.726;81;12;1641;75
8;0.553;102;33;1734;91
9;0.424;104;22;2334;75
10;0.846;82;22;2263;93
11;0.622;87;35;2072;76
12;0.361;85;22;1520;93
13;0.41;93;24;1923;82
14;0.91;107;34;2367;87
15;0.979;96;12;1691;92
1;0.408;109;31;1803;75
2;0.516;100;14;2084;94
3;0.56;88;14;2170;81
4;0.482;105;10;1880;74
5;0.713;106;38;1802;78
6;0.816;82;36;2221;86
7;0.564;99;10;1585;86
8;0.91;97;25;1906;97
9;0.74;86;25;2475;78
10;0.469;106;38;1646;96
11;0.303;87;18;2088;85
12;0.993;99;15;2475;93
13;0.854;103;32;1978;97
14;0.942;110;22;2147;79
15;0.412;98;27;2102;74
1;0.792;89;26;2467;84
2;0.525;109;38;2345;75
3;0.608;83;23;1578;75
4;0.758;90;19;2221;96
5;0.71;96;17;2313;71
6;0.776;104;34;1685;82
7;0.996;97;32;2245;89
8;0.803;93;12;1609;95
9;0.537;81;20;2191;72
10;0.68;93;25;2423;79
11;0.642;98;24;1602;74
12;0.916;108;26;2081;72
13;0.492;92;19;2387;84
14;0.732;106;23;1596;76
15;0.693;81;24;2388;76
1;0.517;103;17;2275;79
2;0.889;86;21;2480;83
3;0.585;95;21;2170;82
4;0.569;92;24;2291;99
5;0.598;90;22;1892;78
6;0.36;106;40;2007;74
7;0.463;88;25;2398;86
8;0.843;99;33;2415;91
9;0.692;108;34;1811;86
10;0.733;102;14;1558;92
11;0.96;99;22;1709;98
12;0.811;109;28;2289;82
13;0.652;108;16;1639;97
14;0.815;82;10;1983;76
15;0.546;89;15;2454;92
1;0.723;93;34;1607;84
2;0.996;81;14;1989;98
3;0.58;100;23;1677;71
4;0.617;98;39;2124;90
5;0.839;92;20;2085;76
6;0.905;80;12;2471;78
7;0.709;92;36;2151;99
8;0.975;105;32;2216;70
9;0.586;95;17;1574;84
10;0.929;87;36;2447;77
11;0.535;96;19;2285;82
12;0.511;96;25;2039;97
13;0.57;95;34;2064;84
14;0.854;109;16;1650;73
15;0.503;101;27;2244;88
1;0.81;90;30;1705;73
2;0.892;87;29;1920;70
3;0.577;109;38;2272;91
4;0.669;89;30;2300;81
5;0.528;106;35;2417;97
6;0.739;104;34;1880;95
7;0.842;100;38;1934;96
8;0.845;91;29;1522;95
9;0.98;83;35;2364;86
10;0.915;107;17;1502;76
11;0.483;107;26;2180;72
12;0.722;86;11;2367;84
13;0.545;94;32;1891;83
14;0.945;93;32;1872;78
15;0.412;105;21;2100;97
1;0.435;108;11;2382;71
2;0.948;93;24;2356;81
3;0.816;109;12;2069;85
4;0.365;106;10;1998;93
5;0.708;93;21;1724;79
6;0.479;86;20;1570;87
7;0.473;89;33;1520;96
8;0.64;94;35;2383;70
9;0.661;100;25;1882;71
10;0.958;90;28;2485;96
11;0.524;110;14;1578;99
12;0.922;96;28;1600;76
13;0.7;96;28;2475;98
14;0.533;100;36;2032;84
15;0.682;102;26;2252;72
1;0.544;103;28;2244;93
2;0.953;100;12;1808;90
3;0.756;99;22;1526;90
4;0.79;87;27;2070;84
5;0.849;90;35;1968;73
6;0.866;95;21;1533;96
7;0.614;98;10;2166;70
8;0.85;89;22;2293;80
9;0.44;104;10;2101;81
10;0.466;82;28;1559;95
11;0.977;105;33;1952;95
12;0.791;87;10;2406;90
13;0.387;106;33;2359;86
14;0.684;99;37;1777;97
15;0.562;90;28;2007;77
1;0.307;110;24;2182;95
2;0.914;86;20;2306;79
3;0.519;101;37;1659;97
4;0.422;90;22;2093;80
5;0.312;93;30;1801;89
6;0.36;84;27;1849;81
7;0.712;100;38;1625;80
8;0.914;84;21;1807;85
9;0.971;91;31;1513;91
10;0.58;103;36;1995;96
11;0.713;85;22;2490;73
12;0.839;86;26;1828;89
13;0.361;109;12;2178;70
14;0.617;97;10;2399;71
15;0.906;95;39;2331;82
1;0.685;83;31;1933;88
2;0.88;86;38;2017;92
3;0.455;101;16;1853;96
4;0.598;96;25;2385;90
5;0.877;93;33;2457;84
6;0.35;108;19;2345;79
7;0.882;104;18;1562;74
8;0.393;94;40;1904;95
9;0.745;89;37;1915;88
10;0.399;81;22;1652;97
11;0.453;87;20;1798;98
12;0.886;108;21;2442;87
13;0.631;81;20;1688;86
14;0.79;108;17;1964;81
15;0.519;98;15;2030;85
1;0.895;96;29;2256;84
2;0.863;84;13;1898;85
3;0.904;98;30;2347;82
4;0.905;105;31;1744;84
5;0.666;89;14;1538;88
6;0.773;106;16;1830;79
7;0.928;99;29;2369;79
8;0.499;96;17;1779;72
9;0.814;89;24;2388;99
10;0.883;99;35;2002;78
11;0.51;108;18;2335;87
12;0.987;101;39;1527;70
13;0.715;98;10;2310;84
14;0.608;96;28;2157;84
15;0.701;99;24;1940;85
1;0.535;81;16;2207;89
2;0.996;102;24;2457;83
3;0.771;97;10;2400;82
4;0.838;93;40;2378;80
5;0.867;96;19;1862;79
6;0.915;91;31;1635;73
7;0.62;108;26;2359;77
8;0.418;85;31;1838;75
9;0.512;96;18;2175;94
10;0.725;99;21;1894;75
11;0.698;81;10;2000;75
12;0.943;89;10;1964;83
13;0.758;106;12;1897;73
14;0.535;103;13;1507;92
15;0.774;107;38;2110;74
1;0.887;90;34;2236;94
2;0.947;104;34;1742;83
3;0.346;109;15;1552;82
4;0.355;84;23;1905;90
5;0.636;106;20;2434;94
6;0.644;88;12;2228;84
7;0.662;91;20;2436;82
8;0.95;95;23;2149;97
9;0.42;104;33;2260;80
10;0.868;85;32;1669;85
11;0.705;82;22;2101;92
12;0.673;80;24;1731;90
13;0.708;110;12;1740;70
14;0.916;102;16;1981;70
15;0.354;104;17;1667;84
1;0.727;96;19;1799;78
2;0.62;91;14;2429;84
3;0.785;83;25;2341;85
4;0.87;88;10;2392;85
5;0.893;88;19;1524;77
6;0.901;109;40;2170;96
7;0.716;105;22;1528;85
8;0.692;84;37;1980;89
9;0.769;95;18;2231;73
10;0.317;84;38;2240;82
