1;0.739;86;27;1689;98
2;0.597;107;13;2132;91
3;0.83;108;31;2134;89
4;0.304;110;26;2275;80
5;0.494;90;30;2170;76
6;0.455;94;35;1667;77
7;0.756;109;29;1601;79
8;0.828;86;12;1513;98
9;0.313;86;12;2294;89
10;0.525;102;26;1781;75
11;0.344;88;14;2323;92
12;0.859;91;20;1730;80
13;0.505;84;23;1749;85
14;0.564;89;20;1742;74
15;0.303;105;20;2456;88
1;0.487;84;27;1695;72
2;0.717;88;14;2251;75
3;0.997;92;25;1557;81
4;0.5;93;14;1548;86
5;0.754;110;29;2461;87
6;0.462;89;22;1710;74
7;0.706;90;36;1504;85
8;0.52;88;17;1614;76
9;0.95;100;19;1799;71
10;0.497;83;33;1831;81
11;0.68;80;29;2153;91
12;0.522;98;28;2146;75
13;0.345;107;31;2124;78
14;0.897;90;25;1515;98
15;0.973;109;15;2393;70
1;0.631;88;34;1613;80
2;0.455;94;37;2037;85
3;0.516;92;21;2384;74
4;0.696;89;30;2210;94
5;0.513;83;31;1609;90
6;0.475;81;17;1635;77
7;0.411;90;17;2291;97
8;0.579;85;37;1945;86
9;0.379;86;11;2252;94
10;0.659;102;40;2012;76
11;0.326;83;13;2037;87
12;0.879;87;14;1506;80
13;0.447;109;32;2450;81
14;0.687;85;10;2009;99
15;0.482;86;17;1631;86
1;0.545;80;12;2196;80
2;0.45;110;16;2462;72
3;0.317;93;19;2123;95
4;0.917;81;12;2132;93
5;0.322;100;40;1765;89
6;0.597;84;15;2459;73
7;0.855;86;40;1628;80
8;0.56;104;13;1899;87
9;0.969;110;28;1621;95
10;0.66;93;28;1673;88
11;0.538;102;15;1586;96
12;0.422;88;19;2381;92
13;0.637;102;12;2351;86
14;0.466;83;29;1797;84
15;0.459;86;21;2109;83
1;0.771;99;38;2366;96
2;0.729;97;35;1685;94
3;0.536;100;30;1652;73
4;0.795;109;38;1606;70
5;0.637;83;28;2471;75
6;0.475;81;31;1862;87
7;0.598;89;32;1981;95
8;0.941;90;20;1588;90
9;0.793;109;34;1806;79
10;0.652;90;22;2411;94
11;0.865;101;40;2455;76
12;0.752;94;35;2267;91
13;0.805;99;16;2459;75
14;0.798;108;38;2468;81
15;0.82;83;37;2134;75
1;0.986;80;13;2135;71
2;0.938;108;37;2203;91
3;0.33;101;12;1878;87
4;0.504;84;20;2292;88
5;0.679;99;23;1728;95
6;0.697;106;25;1583;80
7;0.994;108;37;1789;73
8;0.332;95;20;1716;91
9;0.797;97;38;1616;91
10;0.98;80;27;1946;78
11;0.584;83;34;2033;91
12;0.529;90;31;1968;79
13;0.629;110;15;1513;79
14;0.731;101;18;1857;74
15;0.355;110;17;1708;76
1;0.673;101;13;1594;80
2;0.908;81;28;1649;88
3;0.941;86;39;1898;93
4;0.698;83;40;2356;78
5;0.672;108;19;1871;78
6;0.739;81;35;1814;73
7;0.897;89;24;1586;74
8;0.481;101;15;1988;76
9;0.5;82;21;2086;87
10;0.682;92;18;1778;73
11;0.41;92;34;1921;96
12;0.743;96;34;1609;89
13;0.854;106;20;2106;84
14;0.374;95;32;2275;79
15;0.54;108;11;2437;97
1;0.782;95;14;2216;75
2;0.372;105;27;1938;95
3;0.335;92;33;2162;94
4;0.672;91;25;2306;87
5;0.662;90;16;2454;71
6;0.634;97;10;1878;75
7;0.724;82;17;1829;96
8;0.77;80;36;1991;74
9;0.629;96;19;1986;90
10;0.881;101;10;2152;71
11;0.998;110;14;1810;94
12;0.801;84;10;2043;76
13;0.411;103;24;1537;80
14;0.82;105;36;2071;75
15;0.409;95;15;1675;83
1;0.918;86;21;1925;85
2;0.423;84;15;1603;81
3;0.965;80;33;2083;79
4;0.68;84;13;1805;99
5;0.308;106;27;1651;74
6;0.394;86;35;2094;70
7;0.866;90;25;2186;96
8;0.697;84;24;1998;74
9;0.898;93;33;1569;91
10;0.53;99;18;1676;88
11;0.828;85;34;1536;89
12;0.301;82;24;2183;73
13;0.761;98;10;2459;94
14;0.996;104;40;2403;81
15;0.469;98;31;2203;84
1;0.887;105;40;2382;72
2;0.674;107;25;1672;92
3;0.872;81;14;2429;80
4;0.58;84;35;2081;93
5;0.375;99;16;1904;76
6;0.856;96;17;2034;96
7;0.329;83;22;2135;85
8;0.352;83;28;1922;85
9;0.904;81;20;1837;95
10;0.809;102;15;1958;73
11;0.963;105;29;2143;88
12;0.864;104;27;1891;92
13;0.808;98;33;2201;95
14;0.667;108;18;1523;83
15;0.479;101;39;1730;96
1;0.314;93;28;2358;74
2;0.388;80;26;1826;74
3;0.804;102;35;2416;99
4;0.783;109;26;2075;79
5;0.923;89;13;1874;96
6;0.419;87;37;2229;97
7;0.544;88;19;2358;98
8;0.747;84;15;1646;70
9;0.865;101;13;2421;73
10;0.663;103;14;1809;83
11;0.994;93;32;1776;73
12;0.803;103;10;2016;93
13;0.792;96;14;1763;85
14;0.536;86;16;2403;94
15;0.776;98;18;1855;81
1;0.831;105;30;1853;72
2;0.391;92;33;1987;71
3;0.593;81;17;2093;94
4;0.348;90;28;1976;74
5;0.328;101;13;2042;71
6;0.736;109;14;2292;75
7;0.658;81;30;2488;95
8;0.894;91;32;1802;71
9;0.399;97;36;1736;95
10;0.385;92;36;2446;83
11;0.923;102;15;1697;70
12;0.995;107;20;2124;75
13;0.371;108;16;2234;73
14;0.469;101;19;2232;96
15;0.979;89;28;2464;74
1;0.869;91;15;2464;75
2;0.458;104;15;2232;79
3;0.378;88;28;1863;94
4;0.492;86;30;1866;90
5;0.984;92;18;1901;70
6;0.521;87;25;2442;96
7;0.593;87;13;1880;85
8;0.743;93;12;1792;97
9;0.973;98;33;2226;95
10;0.686;94;22;2004;78
11;0.455;106;12;2341;95
12;0.485;89;27;2275;70
13;0.445;89;35;1841;84
14;0.363;104;32;1966;74
15;0.819;80;34;2475;71
1;0.407;105;20;1510;96
2;0.353;108;25;2104;92
3;0.36;82;35;2203;84
4;0.709;85;34;1567;73
5;0.585;99;40;2314;71
6;0.57;81;16;1927;82
7;0.66;99;19;2022;81
8;0.7;90;27;2381;78
9;0.924;96;36;2406;87
10;0.995;85;31;1764;91
11;0.602;96;13;1887;87
12;0.936;85;32;1585;72
13;0.838;103;11;1535;77
14;0.948;103;18;1672;79
15;0.674;98;11;1717;92
1;0.531;98;33;1527;89
2;0.633;107;17;1951;89
3;0.656;101;19;1666;82
4;0.702;104;18;1520;74
5;0.33;81;27;2412;78
6;0.738;101;23;1751;95
7;0.311;82;22;2428;71
8;0.787;97;17;1506;75
9;0.613;107;30;2251;83
10;0.928;105;23;1913;77
11;0.757;83;25;1729;74
12;0.789;110;28;1852;82
13;0.859;93;25;2006;73
14;0.875;102;14;2283;76
15;0.699;83;38;1644;91
1;0.774;103;18;2047;72
2;0.345;95;39;2004;95
3;0.931;97;25;2032;75
4;0.839;97;34;1540;92
5;0.757;82;30;1753;87
6;0.79;94;35;2216;93
7;0.702;86;22;2260;87
8;0.829;80;32;1774;89
9;0.875;105;28;1908;89
10;0.301;94;18;2388;79
11;0.75;103;35;1589;74
12;0.357;95;17;1535;95
13;0.734;93;36;1777;81
14;0.513;94;15;1937;87
15;0.615;100;36;1836;95
1;0.695;93;27;1709;82
2;0.66;83;32;2028;73
3;0.986;92;11;1570;78
4;0.752;106;31;1692;87
5;0.324;93;39;2396;93
6;0.878;106;35;1551;99
7;0.667;88;18;2124;77
8;0.525;99;11;2352;79
9;0.464;106;10;2130;79
10;0.683;83;23;1984;95
11;0.415;91;16;1739;93
12;0.347;108;40;2167;71
13;0.431;103;15;1912;95
14;0.989;109;32;2228;92
15;0.987;107;37;1855;76
1;0.711;110;35;2030;76
2;0.862;83;10;1833;84
3;0.468;104;10;1716;83
4;0.521;86;34;2305;70
5;0.412;83;14;1946;80
6;0.737;82;38;2325;81
7;0.37;105;14;1864;73
8;0.951;106;18;2312;90
9;0.858;110;12;1992;76
10;0.393;101;29;2439;90
11;0.63;81;27;1653;80
12;0.71;81;15;2236;95
13;0.634;90;21;1536;85
14;0.464;87;34;1555;99
15;0.937;88;37;1698;81
1;0.538;81;36;2120;70
2;0.433;104;18;1926;94
3;0.309;109;12;2163;76
4;0.951;80;22;2362;93
5;0.896;101;11;2148;96
6;0.671;104;14;1661;90
7;0.483;97;12;2246;96
8;0.565;96;36;1720;96
9;0.589;90;24;1985;76
10;0.442;86;26;2215;80
11;0.993;93;16;2242;79
12;0.96;110;22;2276;75
13;0.761;94;37;2070;79
14;0.335;92;15;2056;87
15;0.66;96;25;1785;86
1;0.561;88;39;1752;99
2;0.891;88;26;1811;98
3;0.717;86;40;2199;73
4;0.976;99;34;1676;88
5;0.543;108;31;1754;72
6;0.791;92;27;1693;91
7;0.692;108;25;1502;87
8;0.549;82;32;1521;97
9;0.846;105;12;2389;72
10;0.422;110;30;2093;80
11;0.796;93;32;1924;95
12;0.766;103;18;2062;75
13;0.543;86;34;1723;83
14;0.967;88;14;2038;78
15;0.854;93;22;1953;79
1;0.682;106;25;1756;97
2;0.556;108;28;1666;82
3;0.54;100;19;2009;76
4;0.78;89;21;2152;94
5;0.59;108;13;1558;88
6;0.915;90;15;2287;96
7;0.605;101;31;1739;84
8;0.438;90;30;1502;77
9;0.66;100;30;2320;75
10;0.374;87;11;2026;72
11;0.375;94;19;2368;76
12;0.439;98;27;1846;87
13;0.771;83;38;1825;84
14;0.331;83;26;2264;77
15;0.547;108;21;1740;82
1;0.662;98;26;2151;93
2;0.713;88;36;2248;76
3;0.876;110;22;2029;79
4;0.836;106;11;1921;98
5;0.558;107;17;2121;97
6;0.662;96;35;2273;87
7;0.409;101;36;1993;79
8;0.566;102;20;1945;80
9;0.371;97;30;2326;79
10;0.372;88;37;2334;81
11;0.47;104;40;1668;94
12;0.729;109;27;1579;77
13;0.617;86;32;1811;87
14;0.993;86;27;2227;87
15;0.455;84;21;1706;78
1;0.686;86;21;1586;78
2;0.348;100;19;1805;97
3;0.436;97;38;1595;89
4;0.849;110;18;1578;73
5;0.37;105;20;2021;81
6;0.898;82;25;2410;92
7;0.435;97;40;1625;86
8;0.814;89;12;1893;74
9;0.641;98;39;1850;85
10;0.665;104;26;1773;88
11;0.541;100;16;2236;78
12;0.611;87;17;1615;74
13;0.915;95;33;2384;96
14;0.599;84;11;2284;99
15;0.84;99;30;1520;70
1;0.877;103;40;2373;73
2;0.308;99;39;1703;77
3;0.301;104;23;1579;76
4;0.395;109;37;1585;96
5;0.384;106;22;1700;73
6;0.711;90;29;1925;98
7;0.87;96;11;2411;73
8;0.957;103;14;2364;73
9;0.846;94;30;1877;83
10;0.631;99;34;2097;92
11;0.741;109;22;1598;73
12;0.894;97;37;1642;95
13;0.643;85;15;1553;83
14;0.304;87;10;1709;79
15;0.592;107;29;2197;77
1;0.665;89;37;1509;88
2;0.651;93;37;1641;95
3;0.905;89;33;1747;71
4;0.392;89;37;1712;92
5;0.926;81;37;2034;87
6;0.957;89;11;1984;86
7;0.348;89;34;1523;98
8;0.65;105;14;2149;75
9;0.696;85;35;2059;78
10;0.338;99;11;1640;79
11;0.43;95;31;1979;82
12;0.303;82;33;2430;72
13;0.601;91;23;2429;92
14;0.414;86;38;1532;90
15;0.757;103;17;1627;93
1;0.577;107;36;1823;94
2;0.907;108;15;2214;93
3;0.728;81;13;1800;73
4;0.848;88;26;2120;86
5;0.79;91;33;1816;78
6;0.52;101;30;2397;70
7;0.354;90;31;2353;93
8;0.87;98;14;2390;77
9;0.628;109;15;2041;74
10;0.631;101;32;1785;96
11;0.865;110;32;2216;73
12;0.542;90;35;1727;74
13;0.692;86;16;2419;92
14;0.343;104;29;2276;87
15;0.572;85;25;2041;88
1;0.784;88;31;1807;82
2;0.351;99;17;1658;74
3;0.392;90;13;1803;81
4;0.655;98;33;2398;95
5;0.772;81;31;1652;83
6;0.595;86;12;1675;89
7;0.494;92;39;2096;77
8;0.336;100;25;2197;82
9;0.93;94;23;2435;82
10;0.498;80;38;1575;77
11;0.78;86;12;2397;75
12;0.342;87;10;2349;81
13;0.929;81;34;1617;86
14;0.813;103;14;2067;82
15;0.451;80;21;1711;87
1;0.572;106;18;1911;99
2;0.764;106;10;1613;88
3;0.73;103;13;1899;73
4;0.415;92;15;2265;99
5;0.97;80;33;2018;97
6;0.617;85;28;1980;80
7;0.747;102;32;1960;72
8;0.832;97;32;2455;76
9;0.337;103;16;2152;86
10;0.324;84;10;2003;82
11;0.686;88;28;1518;81
12;0.306;90;36;2422;93
13;0.417;93;19;1650;95
14;0.314;102;13;1654;90
15;0.464;102;15;2405;93
1;0.996;98;31;1599;77
2;0.754;102;39;2338;91
3;0.506;93;11;2332;88
4;0.952;101;19;2208;95
5;0.474;80;37;2107;74
6;0.896;87;40;2298;72
7;0.651;90;34;1506;81
8;0.771;80;30;2039;72
9;0.729;102;29;2493;99
10;0.708;110;30;2462;93
11;0.616;91;17;1946;88
12;0.493;82;26;2067;75
13;0.683;81;29;1791;91
14;0.467;92;18;2099;93
15;0.778;100;27;2162;94
1;0.484;94;39;1600;78
2;0.786;100;38;1830;76
3;0.821;96;39;2017;90
4;0.408;86;28;1831;90
5;0.745;101;33;1705;91
6;0.985;99;27;2293;93
7;0.619;88;35;1660;78
8;0.824;103;21;1932;81
9;0.782;108;21;2239;82
10;0.986;96;33;2397;70
11;0.377;108;37;1726;72
12;0.602;92;12;2102;96
13;0.583;106;30;2472;71
