1;0.62;103;25;1991;80
2;0.674;106;29;2181;98
3;0.872;99;25;1716;85
4;0.824;100;15;2267;72
5;0.363;106;21;2349;90
6;0.708;96;24;2177;75
7;0.355;93;28;2488;70
8;0.969;80;27;2448;88
9;0.875;108;22;2440;75
10;0.802;89;14;1626;92
11;0.587;101;36;1785;77
12;0.872;81;17;2437;88
13;0.716;82;19;1898;88
14;0.938;99;34;2188;75
15;0.479;94;23;1906;98
1;0.523;81;34;2045;83
2;0.792;93;24;2444;83
3;0.398;100;15;2036;86
4;0.587;84;15;2043;98
5;0.944;103;26;2041;80
6;0.329;88;39;2403;94
7;0.788;100;10;1917;93
8;0.783;81;24;2442;93
9;0.629;87;34;2086;95
10;0.75;102;20;2230;72
11;0.6;84;24;2371;75
12;0.877;88;18;1924;73
13;0.925;109;40;1716;98
14;0.833;86;10;1654;70
15;0.684;84;17;1837;93
1;0.789;87;18;2233;91
2;0.903;82;12;1852;73
3;0.461;87;33;2047;73
4;0.637;90;30;1724;99
5;0.578;97;39;2473;94
6;0.68;91;18;1953;88
7;0.337;103;15;1993;77
8;0.775;101;38;2435;99
9;0.394;86;30;1862;74
10;0.703;98;26;2473;96
11;0.421;82;20;2333;74
12;0.896;88;25;1888;79
13;0.691;98;21;1532;90
14;0.671;88;31;1819;87
15;0.338;105;36;2056;84
1;0.863;93;21;1575;79
2;0.615;94;10;1537;94
3;0.835;109;33;2301;96
4;0.436;90;11;2139;71
5;0.99;109;24;1607;99
6;0.517;88;37;2260;92
7;0.838;106;31;1606;70
8;0.822;86;23;2421;99
9;0.451;89;29;2153;83
10;0.607;93;38;2294;85
11;0.993;84;18;1845;83
12;0.534;84;10;2141;83
13;0.81;108;24;2117;80
14;0.694;81;14;1562;80
15;0.9;87;20;2341;80
1;0.576;106;19;1731;97
2;0.738;88;25;1867;80
3;0.75;110;19;1627;90
4;0.973;85;23;2472;77
5;0.694;108;24;2140;75
6;0.625;106;23;1681;94
7;0.405;99;39;2226;73
8;0.751;108;33;1606;74
9;0.508;108;29;1690;77
10;0.363;94;19;2239;79
11;0.925;105;27;2089;81
12;0.688;80;14;1581;73
13;0.767;96;21;2136;83
14;0.532;101;10;1906;90
15;0.582;87;31;2326;84
1;0.816;108;12;1665;93
2;0.952;83;13;2020;89
3;0.689;99;39;1977;93
4;0.799;100;23;2040;72
5;0.449;91;23;1603;70
6;0.562;95;17;1939;99
7;0.882;103;15;2078;73
8;0.717;104;13;1678;77
9;0.388;83;34;2277;72
10;0.811;93;14;1612;92
11;0.702;107;26;1857;73
12;0.339;88;40;2239;97
13;0.739;85;40;1508;94
14;0.901;106;11;1699;73
15;0.813;97;33;1858;84
1;0.461;81;13;1551;76
2;0.757;107;14;2170;71
3;0.765;92;13;2103;73
4;0.702;110;10;1625;90
5;0.399;104;24;2008;90
6;0.9;110;20;1713;78
7;0.798;92;37;2426;86
8;0.497;93;11;1662;75
9;0.637;88;14;2401;74
10;0.585;101;13;1770;71
11;0.336;103;29;2134;89
12;0.334;86;14;2035;73
13;0.69;84;19;1929;96
14;0.995;105;17;1702;88
15;0.452;80;26;2139;71
1;0.674;85;31;1715;79
2;0.49;99;10;2183;71
3;0.769;109;23;1989;77
4;0.418;95;26;2142;80
5;0.729;110;26;1887;84
6;0.992;99;32;2473;75
7;0.363;98;24;1950;84
8;0.346;80;27;2147;75
9;0.866;94;18;1591;71
10;0.735;101;18;2136;81
11;0.603;89;22;2272;82
12;0.926;105;33;2183;88
13;0.5;102;32;2250;91
14;0.69;98;21;1563;74
15;0.97;89;11;1713;99
1;0.476;95;23;1626;96
2;0.372;82;36;2002;93
3;0.752;99;13;1981;76
4;0.671;102;29;2077;75
5;0.388;80;20;1873;96
6;0.737;96;24;2199;81
7;0.599;92;12;1523;71
8;0.704;105;33;2078;83
9;0.453;94;26;2461;78
10;0.624;107;24;2391;82
11;0.436;89;19;2343;72
12;0.769;99;14;1613;83
13;0.694;82;29;1593;91
14;0.792;92;18;1718;70
15;0.796;97;20;2015;88
1;0.75;101;24;1991;73
2;0.417;89;22;1852;89
3;0.555;83;36;2483;76
4;0.579;110;21;2306;96
5;0.792;105;26;1795;95
6;0.89;95;33;2431;82
