1;0.358;99;36;1517;84
2;0.522;109;10;1948;97
3;0.605;90;31;1818;94
4;0.959;87;14;1631;95
5;0.633;87;40;2344;79
6;0.676;94;12;1938;79
7;0.799;81;30;1954;87
8;0.423;87;23;1662;74
9;0.663;97;11;1940;73
10;0.737;100;30;1583;92
11;0.904;102;17;2048;80
12;0.743;107;11;2436;85
13;0.492;84;33;1975;77
14;0.613;88;39;1705;70
15;0.985;94;27;2235;98
1;0.373;88;16;2380;88
2;0.347;104;26;1700;80
3;0.869;85;16;1587;89
4;0.647;106;18;2030;95
5;0.624;110;38;2283;86
6;0.476;92;13;1870;81
7;0.53;87;35;2490;85
8;0.868;90;32;2119;88
9;0.522;99;34;1779;71
10;0.888;85;18;2086;83
11;0.321;102;27;2208;74
12;0.525;106;10;2356;74
13;0.381;104;15;2092;87
14;0.533;106;32;2099;70
15;0.939;100;20;2351;70
1;0.526;97;12;2030;78
2;0.669;91;22;2056;93
3;0.757;82;19;2176;77
4;0.57;95;24;1733;84
5;0.349;97;39;1744;87
6;0.989;93;22;2044;91
7;0.847;92;30;2204;81
8;0.831;84;38;2295;99
9;0.807;94;37;1697;81
10;0.519;93;38;1972;84
11;0.863;109;10;2189;96
12;0.645;109;37;1607;83
13;0.353;94;25;2486;87
14;0.973;89;13;1688;70
15;0.487;107;16;1948;79
1;0.833;110;38;1759;81
2;0.906;108;28;2304;87
3;0.52;99;16;1727;73
4;0.772;80;16;1832;97
5;0.526;103;37;2070;77
6;0.344;84;10;2118;86
7;0.623;80;32;1706;89
8;0.944;102;32;2305;98
9;0.339;87;24;1789;89
10;0.365;83;20;1655;99
11;0.45;88;20;1730;76
12;0.436;90;21;2484;70
13;0.837;82;10;2085;98
14;0.332;82;13;2444;73
15;0.48;85;35;2308;70
1;0.759;106;33;1642;82
2;0.85;90;15;2486;91
3;0.777;103;15;2434;89
4;0.589;87;28;2215;76
5;0.489;86;26;1523;78
6;0.63;89;28;1704;98
7;0.45;109;16;1529;92
8;0.308;105;37;1714;75
9;0.458;93;12;2219;93
10;0.681;99;35;1714;93
11;0.6;98;19;2358;85
12;0.993;99;13;2230;78
13;0.739;91;23;1754;71
14;0.976;107;18;1803;94
15;0.528;99;29;2279;96
1;0.902;96;15;2260;85
2;0.514;108;18;1949;71
3;0.642;99;35;2314;85
4;0.711;100;22;2079;79
5;0.884;98;16;2131;76
6;0.346;91;31;1940;71
7;0.354;85;28;2436;77
8;0.669;96;33;1809;73
9;0.707;91;22;2310;87
10;0.813;101;28;2163;84
11;0.683;84;30;1911;91
12;0.535;101;14;2327;96
13;0.602;96;22;2243;92
14;0.697;88;31;2112;77
15;0.625;93;40;1739;92
1;0.907;102;13;1958;75
2;0.623;86;17;1571;78
3;0.498;94;30;2226;87
4;0.809;92;29;1911;87
5;0.414;103;19;2065;95
6;0.641;106;21;2160;84
7;0.744;91;16;1745;80
8;0.565;98;37;2226;75
9;0.343;81;15;1607;78
10;0.474;93;15;1539;71
11;0.859;80;13;1683;75
12;0.341;91;33;2186;77
13;0.463;86;31;1942;75
14;0.586;104;29;1865;88
15;0.603;97;21;1733;76
1;0.844;94;22;1701;78
2;0.902;88;34;1821;97
3;0.537;103;20;2100;82
4;0.729;84;11;1565;76
5;0.397;107;11;1529;94
6;0.702;105;28;1606;82
7;0.736;94;13;1587;72
8;0.424;96;16;1938;95
9;0.888;95;19;1818;86
10;0.407;96;18;2363;87
11;0.61;109;30;1870;72
12;0.997;107;27;1729;79
13;0.921;104;36;1893;91
14;0.424;107;24;1960;88
15;0.733;88;16;1685;75
1;0.697;86;32;2111;73
2;0.74;90;33;1652;82
3;0.892;89;30;1713;77
4;0.382;97;15;1549;93
5;0.4;94;32;2061;87
6;0.492;94;15;1641;71
7;0.789;104;21;1723;96
8;0.62;80;31;2256;96
9;0.656;89;22;1860;72
10;0.694;91;35;2424;74
11;0.74;110;13;2000;70
12;0.713;98;26;2047;84
13;0.44;100;23;1629;84
14;0.712;88;26;2240;82
15;0.437;108;40;1968;93
1;0.983;103;40;2273;74
2;0.774;109;40;1857;88
3;0.839;93;12;1773;82
4;0.771;104;13;1736;89
5;0.914;81;31;1952;98
6;0.651;93;23;2295;81
7;0.955;104;15;1555;82
8;0.473;91;39;1942;95
9;0.371;97;22;1585;91
10;0.818;99;10;2126;78
11;0.485;86;17;2213;83
12;0.782;89;14;1974;94
13;0.772;89;33;1645;99
14;0.349;104;31;1902;77
15;0.475;92;13;1965;79
1;0.933;94;25;1841;90
2;0.669;93;23;1691;88
3;0.985;91;31;1796;92
4;0.562;83;35;1749;78
5;0.507;89;40;2070;86
6;0.538;107;24;1550;90
7;0.357;108;12;1580;75
8;0.607;105;32;1577;96
9;0.504;81;17;2193;93
